Median_House_Value;Median_Income;Median_Age;Tot_Rooms;Tot_Bedrooms;Population;Households;Latitude;Longitude;Distance_to_coast;Distance_to_LA;Distance_to_SanDiego;Distance_to_SanJose;Distance_to_SanFrancisco;OcPrx_<1H OCEAN;OcPrx_INLAND;OcPrx_ISLAND;OcPrx_NEAR BAY;OcPrx_NEAR OCEAN
149000;2.5199;16;3185.0;886;1550;802;38.67;-121.27;71821.37803;580499.1882;758755.0638;158113.1051;142188.9946;0;1;0;0;0
124300;4.0781;8;1145.0;241;447;216;38.66;-121.26;71044.66586;579106.8296;757356.3815;157377.9656;142045.1139;0;1;0;0;0
111600;2.7388;15;2116.0;524;866;519;38.67;-121.27;71821.37803;580499.1882;758755.0638;158113.1051;142188.9946;0;1;0;0;0
128700;3.8906;15;1701.0;346;723;352;38.67;-121.27;71821.37803;580499.1882;758755.0638;158113.1051;142188.9946;0;1;0;0;0
147300;3.75;16;3467.0;615;1478;601;38.68;-121.28;72617.35375;581891.6016;760153.749;158857.5412;142346.9489;0;1;0;0;0
160000;5.4797;23;1727.0;264;833;258;38.67;-121.28;71555.92789;580917.0815;759195.975;157812.777;141567.1067;0;1;0;0;0
158800;4.3625;29;1087.0;174;430;174;38.67;-121.28;71555.92789;580917.0815;759195.975;157812.777;141567.1067;0;1;0;0;0
144000;1.8589;20;1881.0;378;921;360;38.68;-121.29;72365.36397;582309.8135;760594.8593;158563.5049;141731.2234;0;1;0;0;0
130500;3.6516;20;1992.0;363;889;346;38.67;-121.29;71300.15128;581336.0511;759637.7005;157516.7495;140947.8885;0;1;0;0;0
142900;4.4609;16;4082.0;666;1912;652;38.71;-121.27;76060.78674;584403.2159;762591.1084;162289.6223;145320.6135;0;1;0;0;0
143400;4.3009;14;3713.0;637;1845;635;38.71;-121.25;76589.02193;583576.6841;761716.6314;162887.0233;146544.837;0;1;0;0;0
390800;3.2321;11;4415.0;723;1520;627;38.71;-121.19;78385.26433;581123.0697;759112.8457;164778.0003;150279.4705;0;1;0;0;0
131700;4.3214;28;2970.0;471;1379;463;38.7;-121.2;77030.22998;580547.3257;758580.8606;163421.3342;148884.946;0;1;0;0;0
137500;2.7174;26;3077.0;607;1603;595;38.69;-121.2;75998.22137;579565.8341;757617.3696;162391.0467;148123.5147;0;1;0;0;0
214700;4.4695;23;1843.0;273;818;276;38.71;-121.22;77448.21838;582344.9882;760411.0445;163814.167;148400.7781;0;1;0;0;0
170500;4.8542;18;4947.0;714;2227;675;38.71;-121.23;77153.03633;582754.4702;760845.4212;163501.0111;147779.5606;0;1;0;0;0
148700;3.9226;19;5268.0;849;2357;849;38.69;-121.23;75061.47766;580795.4925;758921.6873;161426.9512;146232.2406;0;1;0;0;0
133000;3.8954;27;5266.0;971;2432;948;38.67;-121.23;72977.74481;578838.4239;756999.5903;159356.9317;144702.5515;0;1;0;0;0
131700;4.0182;28;3558.0;589;1742;581;38.67;-121.24;72674.6902;579251.989;757437.2301;159039.6474;144070.3294;0;1;0;0;0
143800;3.4896;9;2200.0;422;938;369;38.68;-121.2;74968.49884;578584.8132;756654.2838;161361.8431;147366.5386;0;1;0;0;0
145800;4.1071;11;5500.0;956;2827;946;38.67;-121.21;73611.09533;578014.5598;756126.7763;160004.0053;145974.4625;0;1;0;0;0
130700;4.05;20;1412.0;226;700;227;38.67;-121.22;73289.91853;578425.9467;756562.7719;159678.3927;145337.2734;0;1;0;0;0
112100;3.0533;19;2987.0;626;1610;605;38.67;-121.21;73611.09533;578014.5598;756126.7763;160004.0053;145974.4625;0;1;0;0;0
147000;4.817;16;1754.0;284;773;277;38.67;-121.19;74279.98776;577195.066;755257.2593;160667.5841;147256.114;0;1;0;0;0
115400;2.9803;26;1546.0;287;773;299;38.67;-121.2;73941.15789;577604.2654;755691.6049;160333.7443;146614.0866;0;1;0;0;0
171000;4.6902;10;3875.0;668;1632;593;38.67;-121.2;73941.15789;577604.2654;755691.6049;160333.7443;146614.0866;0;1;0;0;0
179200;6.1185;26;1937.0;286;769;274;38.66;-121.19;73259.91689;576214.2424;754294.3765;159642.8054;146511.6228;0;1;0;0;0
204800;5.47;17;1605.0;217;732;241;38.66;-121.2;72916.2992;576624.1932;754729.3344;159306.7716;145866.2289;0;1;0;0;0
225000;6.1359;52;240.0;44;6675;29;38.69;-121.15;77730.09124;577538.2931;755460.0198;164078.8426;151323.9347;0;1;0;0;0
293300;2.5183;15;3084.0;557;1040;562;38.71;-121.17;79051.85368;580313.9198;758251.503;165440.6233;151544.1541;0;1;0;0;0
121900;3.0;37;1252.0;267;686;256;38.68;-121.17;75996.58092;577362.7534;755355.5611;162369.0055;149289.6971;0;1;0;0;0
116000;2.3333;42;2101.0;480;945;426;38.67;-121.18;74627.46551;576786.9638;754823.7408;161005.4992;147900.5133;0;1;0;0;0
131600;3.1161;21;3517.0;667;1687;655;38.68;-121.16;76356.10827;576957.5988;754924.3105;162712.7748;149935.4448;0;1;0;0;0
212500;4.2031;8;530.0;109;398;96;38.55;-121.13;64873.12473;562970.3189;741096.846;150713.7895;142790.3555;0;1;0;0;0
203400;3.6645;16;2574.0;441;1041;428;38.47;-121.13;57545.77009;555147.4414;733415.6234;142814.7016;137649.2644;0;1;0;0;0
55000;2.233;25;394.0;94;155;83;38.58;-121.22;64076.05964;569636.4213;747928.3577;150437.9935;138718.6695;0;1;0;0;0
101900;3.1711;35;3295.0;560;1454;536;38.59;-121.31;62288.56911;574417.4514;752891.5263;148564.4287;133559.656;0;1;0;0;0
123700;2.5035;24;4378.0;910;2149;812;38.59;-121.32;62031.05584;574845.7965;753340.6652;148265.1366;132919.6464;0;1;0;0;0
116900;4.3235;25;2707.0;464;1423;490;38.61;-121.3;64671.37969;575928.6049;754349.8865;150951.7003;135705.8652;0;1;0;0;0
95600;2.7652;13;2321.0;539;1066;497;38.62;-121.27;66560.37368;575630.2174;753969.4151;152913.9713;138375.871;0;1;0;0;0
96100;2.7356;22;2938.0;619;1501;561;38.61;-121.28;65222.73558;575080.4031;753458.1827;151564.2657;136984.3881;0;1;0;0;0
103300;2.4722;23;2547.0;504;1235;469;38.61;-121.28;65222.73558;575080.4031;753458.1827;151564.2657;136984.3881;0;1;0;0;0
110500;4.4519;26;1814.0;299;963;317;38.61;-121.29;64941.78562;575503.9645;753903.6269;151255.7536;136343.8248;0;1;0;0;0
111600;3.1654;25;1122.0;198;564;213;38.6;-121.28;64173.87286;574109.3873;752503.3743;150526.3779;136237.3775;0;1;0;0;0
112500;3.1194;17;1671.0;378;848;351;38.6;-121.28;64173.87286;574109.3873;752503.3743;150526.3779;136237.3775;0;1;0;0;0
109100;4.0938;29;1276.0;225;600;223;38.6;-121.29;63888.27095;574533.7216;752949.4428;150215.6913;135593.1958;0;1;0;0;0
127500;5.31;15;3369.0;499;1733;470;38.57;-121.32;59906.08932;572912.5683;751438.2321;146177.0905;131421.4789;0;1;0;0;0
109400;3.311;17;3608.0;682;1694;666;38.56;-121.33;58586.58529;572378.5125;750939.5163;144833.3821;130031.5682;0;1;0;0;0
101100;3.6897;25;692.0;146;504;167;38.57;-121.32;59906.08932;572912.5683;751438.2321;146177.0905;131421.4789;0;1;0;0;0
108700;4.5766;18;1169.0;186;614;192;38.56;-121.32;58846.34776;571946.7444;750487.6752;145134.5807;130680.1457;0;1;0;0;0
104400;2.9693;13;4715.0;1090;2420;1059;38.54;-121.32;56732.86022;570016.6901;748587.8893;143052.698;129213.4251;0;1;0;0;0
165000;3.1042;18;224.0;38;95;41;38.53;-121.28;56898.95338;567326.7258;745831.8511;143292.2735;131153.1944;0;1;0;0;0
91300;2.3787;19;2653.0;680;1419;579;38.58;-121.3;61502.99389;573021.7466;751490.5086;147828.106;133458.0692;0;1;0;0;0
90700;2.6471;16;1537.0;364;1125;375;38.58;-121.3;61502.99389;573021.7466;751490.5086;147828.106;133458.0692;0;1;0;0;0
112500;2.5035;10;2421.0;580;962;497;38.58;-121.31;61229.71239;573449.7948;751939.462;147522.069;132811.729;0;1;0;0;0
113300;3.5192;9;2748.0;521;1663;565;38.57;-121.31;60172.77102;572482.6609;750987.8352;146480.7326;132068.9277;0;1;0;0;0
101600;2.5;22;1229.0;253;733;250;38.57;-121.31;60172.77102;572482.6609;750987.8352;146480.7326;132068.9277;0;1;0;0;0
150000;2.3684;17;1621.0;350;706;338;38.57;-121.33;59650.97733;573343.5511;751889.4418;145878.0857;130776.6674;0;1;0;0;0
92500;3.0481;3;4188.0;1136;2081;995;38.59;-121.28;63127.16953;573138.8823;751548.996;149489.555;135495.373;0;1;0;0;0
95600;3.6563;19;2460.0;470;1346;480;38.59;-121.29;62836.77001;573563.9919;751995.6902;149176.6658;134847.5568;0;1;0;0;0
89600;2.1116;25;3002.0;718;1660;613;38.59;-121.3;62557.18798;573990.1824;752443.2007;148868.281;134202.3054;0;1;0;0;0
92400;2.8966;29;2748.0;563;1619;525;38.58;-121.3;61502.99389;573021.7466;751490.5086;147828.106;133458.0692;0;1;0;0;0
118600;2.9896;12;2975.0;628;1440;593;38.56;-121.34;58338.71709;572811.3543;751392.1692;144536.8747;129385.6457;0;1;0;0;0
114000;4.1447;11;2838.0;498;1701;504;38.55;-121.34;57271.49055;571847.6366;750443.3202;143490.9817;128642.0102;0;1;0;0;0
135800;2.6635;16;3895.0;896;1762;855;38.57;-121.37;58470.84685;575078.187;753702.38;144729.0075;128224.5877;0;1;0;0;0
118000;2.7679;18;2129.0;363;815;347;38.56;-121.37;57445.17506;574116.2977;752754.9839;143675.7886;127464.2123;0;1;0;0;0
129500;5.6485;26;1793.0;244;653;235;38.57;-121.36;58809.17987;574642.9271;753247.9335;145009.1796;128858.4518;0;1;0;0;0
140200;4.5066;16;2629.0;491;1265;485;38.56;-121.35;58102.8954;573245.2674;751845.6324;144245.0876;128742.4184;0;1;0;0;0
134100;5.0917;17;1605.0;258;748;262;38.58;-121.34;60478.00464;574740.3913;753291.1997;146631.5766;130888.5802;0;1;0;0;0
134500;4.4602;14;5737.0;1008;2731;983;38.57;-121.34;59407.58411;573775.6068;752341.4629;145583.7467;130134.5324;0;1;0;0;0
123300;3.9934;18;4481.0;780;2211;775;38.55;-121.35;57031.22274;572282.3389;750897.4169;143197.0229;127994.9562;0;1;0;0;0
126900;5.0427;22;2607.0;411;1216;407;38.55;-121.35;57031.22274;572282.3389;750897.4169;143197.0229;127994.9562;0;1;0;0;0
118800;2.8021;33;1191.0;198;554;191;38.55;-121.36;56773.40844;572718.1108;751352.3228;142907.8397;127350.6161;0;1;0;0;0
132400;5.0622;16;2278.0;370;1203;371;38.56;-121.35;58102.8954;573245.2674;751845.6324;144245.0876;128742.4184;0;1;0;0;0
125500;4.5815;21;2713.0;432;1287;440;38.55;-121.37;56422.77197;573154.9499;751808.0366;142623.4612;126709.0313;0;1;0;0;0
32500;1.8288;20;1232.0;332;667;288;38.56;-121.36;57789.56087;573680.2493;752299.9045;143958.0494;128101.9269;0;1;0;0;0
52500;2.0901;27;1827.0;509;852;450;38.56;-121.37;57445.17506;574116.2977;752754.9839;143675.7886;127464.2123;0;1;0;0;0
157500;4.15;19;822.0;134;457;133;38.51;-121.3;54188.31619;566257.4196;744833.9672;140577.6455;128397.3248;0;1;0;0;0
157700;4.2206;29;2337.0;391;1054;352;38.51;-121.35;52761.20348;568436.0497;747109.0487;139014.6889;125059.3043;0;1;0;0;0
237600;5.4445;3;2696.0;384;990;316;38.43;-121.39;43243.82172;562558.2497;741409.5759;129463.9704;116716.4846;0;1;0;0;0
209900;5.8831;19;2780.0;414;1320;404;38.44;-121.27;48179.52425;558208.496;736830.6543;134436.2132;125731.2123;0;1;0;0;0
240900;5.7452;14;3205.0;465;1439;456;38.44;-121.34;45673.04562;561282.8252;740035.8188;132057.4039;120835.837;0;1;0;0;0
247500;5.8239;17;4401.0;655;1970;639;38.41;-121.32;43265.829;557524.5623;736283.3247;129635.4686;120247.4583;0;1;0;0;0
188400;5.1811;6;3254.0;465;1168;345;38.42;-121.36;42983.53329;560260.6444;739075.2495;129349.045;118102.4055;0;1;0;0;0
125700;3.5625;14;3727.0;685;1741;646;38.41;-121.37;41645.52213;559754.4964;738598.8453;127996.7579;116737.121;0;1;0;0;0
91200;3.3281;18;2643.0;502;1755;541;38.42;-121.37;42698.0393;560707.969;739539.3299;129034.2246;117409.0483;0;1;0;0;0
138700;4.45;10;3425.0;629;1538;587;38.41;-121.38;41369.19545;560203.7187;739064.3901;127684.5929;116042.1084;0;1;0;0;0
154400;4.8831;15;4155.0;637;1722;616;38.4;-121.38;40312.61562;559251.6561;738125.0351;126645.7897;115372.8396;0;1;0;0;0
143500;6.2575;15;1883.0;254;893;256;38.39;-121.37;39550.24648;557849.307;736719.3027;125925.6381;115413.6694;0;1;0;0;0
94400;3.175;11;2322.0;459;1373;424;38.4;-121.35;41213.00718;557904.7419;736728.8737;127605.862;117477.265;0;1;0;0;0
144400;4.175;18;4813.0;849;2333;843;38.4;-121.36;40896.42593;558352.6358;737193.4479;127280.5894;116773.445;0;1;0;0;0
148100;5.2447;10;5121.0;763;2568;758;38.39;-121.36;39858.4207;557399.5074;736253.2593;126248.3432;116119.2324;0;1;0;0;0
241100;7.0326;10;1034.0;153;478;155;38.37;-121.13;49120.39043;545414.9677;723853.0294;133117.7264;131786.3675;0;1;0;0;0
175700;3.8897;14;2634.0;463;1402;432;38.36;-121.2;44174.83186;547455.7705;726059.1502;129153.5172;125955.2187;0;1;0;0;0
213800;4.6989;14;2655.0;441;1277;422;38.4;-121.22;46640.13254;552181.4372;730764.1347;132292.4017;126821.1785;0;1;0;0;0
219300;4.5368;20;2054.0;339;934;336;38.43;-121.22;49410.55349;555078.6311;733614.8503;135280.0557;128664.3699;0;1;0;0;0
191700;4.5272;17;2193.0;386;1148;372;38.36;-121.29;39575.02727;551408.0122;730182.3367;125624.1111;119282.6078;0;1;0;0;0
151600;4.4107;17;1144.0;202;626;178;38.31;-121.27;36005.10356;545736.5;724543.9764;121394.6576;117875.7144;0;1;0;0;0
157800;4.1974;14;1357.0;247;695;224;38.33;-121.1;48068.75792;540256.1247;718693.0613;130687.7856;131948.8111;0;1;0;0;0
160200;3.9808;20;1732.0;307;999;305;38.28;-121.2;37813.43804;539759.2943;718481.8217;121396.1426;121644.1209;0;1;0;0;0
144600;4.4125;20;1314.0;229;712;219;38.27;-121.26;33239.88871;541469.8229;720313.8091;117860.4768;116485.6782;0;1;0;0;0
156700;4.8073;11;1554.0;260;793;233;38.28;-121.29;32314.06194;543771.7506;722652.6429;117630.0305;114713.1902;0;1;0;0;0
82000;3.2234;17;2756.0;557;1986;530;38.28;-121.35;29255.36123;546496.6014;725470.559;115352.2738;110163.7007;0;1;0;0;0
170100;4.4306;14;980.0;171;659;183;38.28;-121.33;30208.21567;545583.9317;724527.9599;116089.9028;111673.313;0;1;0;0;0
155400;1.9485;16;1708.0;391;687;378;38.28;-121.31;31229.96063;544675.6408;723588.6503;116849.2956;113189.9018;0;1;0;0;0
104600;3.215;19;1403.0;276;901;290;38.26;-121.3;30053.50359;542321.7722;721243.9932;115252.2179;112881.0897;0;1;0;0;0
88300;1.8846;22;1768.0;396;1005;420;38.26;-121.31;29487.69217;542775.9751;721713.7523;114857.6839;112112.7961;0;1;0;0;0
86100;2.5727;27;2475.0;548;1703;517;38.25;-121.3;29223.85609;541372.0056;720306.6122;114263.1183;112358.9591;0;1;0;0;0
97800;2.3343;11;5665.0;1507;3422;1299;38.47;-121.42;46533.70413;567716.2331;746565.1023;132803.9098;117540.0787;0;1;0;0;0
100300;4.0625;18;1378.0;235;818;262;38.46;-121.43;45173.02973;567214.3978;746091.8242;131475.2408;116154.4125;0;1;0;0;0
96200;4.35;21;1787.0;291;988;301;38.47;-121.43;46203.83565;568165.8658;747030.7714;132532.3612;116883.1502;0;1;0;0;0
95900;4.1597;16;1215.0;223;787;233;38.47;-121.44;45888.20279;568616.5541;747497.2409;132266.0747;116229.092;0;1;0;0;0
108900;3.3608;5;5666.0;1178;3139;1131;38.47;-121.44;45888.20279;568616.5541;747497.2409;132266.0747;116229.092;0;1;0;0;0
103600;3.5461;10;4446.0;897;2499;884;38.46;-121.44;44850.09836;567665.902;746558.9424;131206.772;115496.1363;0;1;0;0;0
162500;3.0833;24;1605.0;277;1966;250;38.34;-121.41;33158.65434;554923.3737;733914.347;119479.9938;109347.7148;0;1;0;0;0
137500;4.4519;32;1441.0;261;629;249;38.37;-121.45;35319.48436;559596.7486;738609.6804;121431.2534;108493.7038;0;1;0;0;0
72900;2.0048;36;1212.0;255;569;256;38.34;-121.5;30518.96267;559095.6416;738203.8042;116908.0201;103004.0662;0;1;0;0;0
92500;2.8616;47;1396.0;254;630;218;38.29;-121.54;24107.63173;556312.2151;735509.5807;110575.3899;96882.57061;0;1;0;0;0
136800;2.9744;43;1906.0;327;996;314;38.26;-121.56;20403.58717;554481.8883;733722.0797;106884.9808;93522.87478;0;1;0;0;0
52800;1.6458;52;910.0;212;429;212;38.26;-121.51;22037.40478;552087.6897;731280.3063;108170.1514;97130.54008;0;1;0;0;0
162500;2.4353;36;1395.0;264;700;244;38.19;-121.57;12761.7261;548493.3108;727790.3326;99170.37045;88534.17965;0;1;0;0;0
89700;3.3398;19;4896.0;1083;2150;905;38.1;-121.7;3204.606669;546768.2526;726166.2632;86689.59465;73670.10512;0;1;0;0;0
374200;5.8324;17;3610.0;593;1734;559;36.9;-121.29;46222.4988;419904.8415;598667.814;72136.15524;140087.6506;0;1;0;0;0
293800;4.025;21;2471.0;473;1753;451;36.89;-121.37;39051.52203;423879.3703;602445.6112;67857.37977;135889.3141;0;1;0;0;0
265900;4.6477;27;2049.0;417;1230;336;36.92;-121.47;30968.46852;432392.5574;610803.4033;59505.15162;127426.0754;0;1;0;0;0
193600;2.6719;23;3359.0;725;1862;651;36.85;-121.53;24167.56317;430511.5919;608553.7676;62856.31096;130034.1139;0;1;0;0;0
210000;2.625;36;1019.0;168;602;169;36.86;-121.51;26159.93129;430055.3312;608185.0776;62843.69156;130252.9437;0;1;0;0;0
241500;4.7813;21;3416.0;624;1862;595;36.88;-121.6;18727.63494;437268.7058;615214.3617;56924.03519;123628.0179;1;0;0;0;0
363300;4.2333;20;1345.0;230;731;217;36.81;-121.5;26241.01692;425473.5956;603466.3713;68043.94845;135189.2711;0;1;0;0;0
146200;3.1375;11;1613.0;335;1617;342;36.86;-121.45;31357.86972;426337.5968;604626.2552;65872.47446;133635.6884;0;1;0;0;0
225000;2.6818;41;440.0;106;389;94;36.86;-121.42;33973.37812;424492.5832;602857.6038;67493.31035;135373.3493;0;1;0;0;0
145900;2.8839;11;1708.0;394;1474;372;36.85;-121.41;34657.04554;423073.7574;601435.1269;68917.37808;136796.2386;0;1;0;0;0
157300;2.6598;50;2666.0;613;1768;555;36.85;-121.4;35536.31628;422460.638;600847.1049;69472.21874;137381.728;0;1;0;0;0
136500;2.9554;52;1860.0;400;1215;367;36.84;-121.4;35385.08754;421654.874;600012.5736;70341.51821;138219.2351;0;1;0;0;0
155300;3.0912;40;2352.0;536;1430;535;36.84;-121.4;35385.08754;421654.874;600012.5736;70341.51821;138219.2351;0;1;0;0;0
192200;3.7049;23;1771.0;356;1105;338;36.84;-121.41;34501.84606;422269.2419;600601.4872;69793.51636;137637.2315;0;1;0;0;0
145400;1.9405;36;1256.0;270;910;255;36.86;-121.4;35721.53366;423267.7873;601682.5311;68609.92636;136548.1385;0;1;0;0;0
192400;3.7316;13;4115.0;782;2903;747;36.85;-121.38;37296.39508;421237.5595;599673.4956;70602.24893;138562.2173;0;1;0;0;0
217600;4.1875;6;3769.0;669;2061;648;36.84;-121.38;37152.557;420429.2943;598837.1797;71457.94807;139392.7858;0;1;0;0;0
243000;3.5714;11;1996.0;382;1023;358;36.84;-121.37;38036.73912;419818.0918;598250.7042;72026.05947;139984.2529;0;1;0;0;0
221200;3.6354;17;2625.0;512;1487;481;36.84;-121.38;37152.557;420429.2943;598837.1797;71457.94807;139392.7858;0;1;0;0;0
216000;4.76;14;3658.0;612;1951;600;36.83;-121.37;37928.43857;419009.9589;597414.3891;72882.07976;140815.291;0;1;0;0;0
207900;3.067;11;3701.0;739;1749;654;36.83;-121.4;35268.28465;420850.5031;599178.9408;71217.56815;139060.589;0;1;0;0;0
180400;4.005;7;1644.0;338;1143;331;36.84;-121.44;31854.42295;424118.603;602373.0658;68192.32693;135910.7977;0;1;0;0;0
170800;2.3125;7;1626.0;325;677;304;36.85;-121.42;33778.34062;423687.9241;602023.9572;68369.54122;136213.9738;0;1;0;0;0
202500;3.6333;30;516.0;90;288;95;36.79;-121.32;42270.48962;412719.8556;591135.5979;79146.46871;147096.3251;0;1;0;0;0
290500;5.0871;7;4609.0;741;1660;720;36.81;-121.36;38699.13685;416783.963;595156.1075;75169.31407;143073.2226;0;1;0;0;0
336800;4.1528;15;2638.0;429;1289;357;36.76;-121.34;40212.62448;411534.8514;589809.3887;80644.89534;148449.6949;0;1;0;0;0
100000;2.2132;23;395.0;70;166;52;36.72;-121.06;65073.39747;391337.9245;570173.3568;100757.7848;168720.9339;0;1;0;0;0
225000;3.2292;52;1691.0;301;618;239;36.47;-120.95;73014.83284;364180.5416;542620.3015;127641.1987;195626.7774;1;0;0;0;0
206700;5.7763;14;5622.0;861;3108;821;33.99;-117.72;44667.21811;48757.13492;150901.2277;529516.8774;597491.8323;0;1;0;0;0
426900;7.5839;13;984.0;127;364;119;33.95;-117.75;39669.75894;46907.75006;147746.2691;530801.9975;598799.9974;1;0;0;0;0
184200;5.1165;40;1092.0;213;457;190;33.94;-117.76;38251.16781;46303.7171;147064.1014;530971.6921;598975.1951;1;0;0;0;0
140200;2.725;28;1437.0;295;724;262;34.09;-117.69;54513.31379;51170.89982;160504.1515;523558.0308;591472.5931;0;1;0;0;0
107300;3.7802;10;1979.0;454;1117;389;34.08;-117.7;53070.30302;50175.26206;159735.0261;523689.297;591614.1009;0;1;0;0;0
121800;3.625;25;1719.0;331;1098;324;34.09;-117.7;53907.65474;50252.9915;160790.5054;522904.6668;590823.9293;0;1;0;0;0
134300;2.5972;29;1276.0;283;1216;316;34.08;-117.71;52464.14707;49255.91367;160028.1745;523037.5738;590966.8824;0;1;0;0;0
129200;3.8875;31;1840.0;380;1187;357;34.07;-117.71;51627.25887;49201.63433;158975.4457;523824.2836;591758.8706;0;1;0;0;0
142500;4.5185;30;4255.0;773;2129;730;34.08;-117.69;53685.4816;51094.67437;159446.743;524341.7625;592261.9782;0;1;0;0;0
131000;3.7083;35;3222.0;559;1970;550;34.07;-117.69;52868.07473;51042.56379;158390.0813;525126.6765;593052.3944;0;1;0;0;0
136000;3.8586;34;4055.0;739;2470;753;34.07;-117.69;52868.07473;51042.56379;158390.0813;525126.6765;593052.3944;0;1;0;0;0
128200;3.2344;14;4136.0;886;2026;788;34.08;-117.69;53685.4816;51094.67437;159446.743;524341.7625;592261.9782;0;1;0;0;0
139300;3.6;24;1948.0;362;1286;364;34.07;-117.71;51627.25887;49201.63433;158975.4457;523824.2836;591758.8706;0;1;0;0;0
137300;4.1448;33;4674.0;791;2769;784;34.08;-117.7;53070.30302;50175.26206;159735.0261;523689.297;591614.1009;0;1;0;0;0
128400;3.7969;33;1552.0;288;1326;303;34.07;-117.7;52243.19786;50122.08597;158680.3179;524475.1083;592405.3026;0;1;0;0;0
114400;2.7986;29;873.0;226;649;198;34.06;-117.69;52061.58422;51014.64199;157334.1815;525912.7673;593843.8377;0;1;0;0;0
144000;2.5536;25;1881.0;433;1337;417;34.06;-117.69;52061.58422;51014.64199;157334.1815;525912.7673;593843.8377;0;1;0;0;0
150000;2.3049;25;2054.0;609;2271;564;34.06;-117.7;51426.83366;50093.54142;157626.3964;525262.0952;593197.5305;0;1;0;0;0
95300;2.9107;7;732.0;145;431;132;34.06;-117.7;51426.83366;50093.54142;157626.3964;525262.0952;593197.5305;0;1;0;0;0
91300;1.4722;27;2127.0;628;1970;534;34.06;-117.71;50800.92349;49172.44576;157923.5284;524612.1679;592551.884;0;1;0;0;0
187500;2.5395;25;1859.0;463;1070;374;34.05;-117.68;51919.72468;51932.22713;155989.8118;527350.5504;595282.4872;0;1;0;0;0
128900;4.3264;10;1875.0;366;1055;363;34.05;-117.69;51266.52527;51010.94869;156279.059;526700.0297;594636.3039;0;1;0;0;0
162500;4.7357;24;2834.0;470;1815;471;34.05;-117.7;50621.73006;50089.67053;156573.2774;526050.2525;593990.7803;0;1;0;0;0
160400;3.625;16;1458.0;295;912;331;34.06;-117.71;50800.92349;49172.44576;157923.5284;524612.1679;592551.884;0;1;0;0;0
130500;2.5735;20;2281.0;444;1545;481;34.05;-117.71;49985.66429;49168.39266;156872.439;525401.2214;593345.9184;0;1;0;0;0
104300;2.7321;31;2220.0;526;1662;472;34.05;-117.72;49358.66544;48247.11512;157176.5154;524752.9392;592701.7205;0;1;0;0;0
107000;4.0614;8;1841.0;409;1243;394;34.05;-117.72;49358.66544;48247.11512;157176.5154;524752.9392;592701.7205;0;1;0;0;0
182600;4.0096;5;4459.0;896;2028;881;34.04;-117.69;50483.43799;51031.48915;155224.7298;527488.4585;595429.7891;0;1;0;0;0
163000;3.5954;13;5301.0;1025;2870;984;34.04;-117.7;49828.43291;50110.47901;155520.9773;526839.5749;594785.048;0;1;0;0;0
222100;4.625;20;1950.0;310;1054;312;34.04;-117.71;49182.03209;49189.48125;155822.1942;526191.4387;594140.9697;0;1;0;0;0
231800;2.9811;17;4098.0;733;1859;713;34.04;-117.71;49182.03209;49189.48125;155822.1942;526191.4387;594140.9697;0;1;0;0;0
161800;5.6029;17;2902.0;476;1652;479;34.03;-117.72;47742.51077;48315.46564;155081.0765;526336.3236;594294.4041;0;1;0;0;0
236800;6.5958;17;1781.0;262;860;256;34.02;-117.72;46953.07588;48387.94782;154034.7075;527129.7467;595092.2596;0;1;0;0;0
213000;4.125;36;2340.0;392;1213;388;34.01;-117.73;45515.8768;47568.73841;153306.8132;527280.3685;595250.7231;0;1;0;0;0
179700;5.4824;15;4363.0;690;2410;666;34.0;-117.72;45414.73169;48608.9548;151944.7638;528720.0288;596690.9777;0;1;0;0;0
225400;5.7338;5;3761.0;580;2335;648;34.0;-117.68;48187.44938;52270.64384;150716.154;531299.8045;599256.122;0;1;0;0;0
111600;2.5781;28;707.0;154;561;129;34.0;-117.69;47482.51743;51354.89239;151015.6768;530653.7334;598613.8371;0;1;0;0;0
193100;5.7021;15;4905.0;711;2711;762;34.0;-117.7;46785.18767;50439.35243;151320.3065;530008.4119;597972.2166;0;1;0;0;0
164400;3.4267;11;3467.0;749;2163;676;34.03;-117.71;48390.60616;49235.67921;154772.8113;526982.8147;594937.0339;0;1;0;0;0
124300;3.0396;16;2859.0;668;1946;591;34.03;-117.68;50386.38997;51996.57093;153877.9322;528926.7856;596868.91;0;1;0;0;0
95600;2.3;30;2598.0;573;2170;518;34.01;-117.69;48211.79545;51238.04969;152066.6661;529860.6911;597816.317;0;1;0;0;0
213500;4.1719;24;1033.0;189;486;204;34.15;-117.68;60235.99806;53027.24579;166592.9382;519540.2751;587412.2216;0;1;0;0;0
392900;6.4559;16;2896.0;404;1165;379;34.15;-117.64;62567.43714;56637.03355;165558.3185;522185.5587;590034.879;0;1;0;0;0
286300;6.7813;4;4082.0;578;1996;580;34.15;-117.68;60235.99806;53027.24579;166592.9382;519540.2751;587412.2216;0;1;0;0;0
277000;6.9532;4;4791.0;695;1871;659;34.14;-117.68;59363.08568;52813.52009;165529.5769;520315.8972;588194.5413;0;1;0;0;0
325000;7.0844;11;3628.0;469;1488;463;34.14;-117.66;60528.85699;54624.46562;164999.2462;521635.2915;589503.0053;0;1;0;0;0
310500;6.9418;8;1692.0;253;857;251;34.14;-117.66;60528.85699;54624.46562;164999.2462;521635.2915;589503.0053;0;1;0;0;0
