Median_House_Value,Distance_to_coast,Tot_Rooms,Median_Age,Population,Median_Income
110400,8113.863019,1150.0,47,552,2.5192
92800,114758.6524,5904.0,9,3489,3.125
87800,20368.62161,2270.0,46,1097,3.3235
123900,55729.18748,3136.0,48,1443,1.9034
101100,59906.08932,692.0,25,504,3.6897
166500,42496.28475,2215.0,21,1792,2.8375
337900,1768.125276,2387.0,23,1008,5.8518
152500,23091.92089,1774.0,21,724,4.65
187700,6395.702919,3353.0,34,1583,4.55
67700,10208.79041,2804.0,6,2807,2.0625
251300,17282.4714,1755.0,37,699,3.925
359900,2487.92003,1829.0,23,891,6.5755
201300,12078.14962,2422.0,41,915,4.1679
258300,16799.55687,815.0,36,353,6.3191
98200,29813.04664,278.0,33,266,0.8941
188300,5095.280018,3156.0,37,1495,4.8125
187500,16261.30315,2227.0,43,956,2.0217
131000,31651.43941,3153.0,15,1633,3.6898
129200,19452.26543,1299.0,11,1158,2.5556
470000,2428.514125,1267.0,35,521,6.0441
158700,18880.66306,1310.0,29,937,3.8068
64600,75932.83563,2344.0,25,1117,2.7222
154000,19725.66517,1889.0,38,2087,1.7778
90600,41382.54486,1914.0,15,1130,2.2165
278300,23356.36215,2345.0,46,1031,4.3173
154200,6804.176226,471.0,27,315,1.75
227700,17462.40163,1416.0,16,636,5.1741
229300,3733.55179,3536.0,22,1650,4.2381
240200,6376.230615,2914.0,35,1562,2.5259
316700,7704.991884,2767.0,25,1148,6.394
162500,50621.73006,2834.0,24,1815,4.7357
227300,31568.42513,1938.0,36,1118,3.5833
232500,11266.77078,1420.0,39,645,4.125
314100,53919.25215,1263.0,32,508,3.6667
263900,46102.53619,4556.0,16,2066,6.4667
336300,5366.32046,1657.0,39,931,3.7813
292900,1768.125276,4151.0,21,2054,4.9821
175600,12219.62347,2023.0,44,992,4.6667
252400,20140.55384,5187.0,16,1512,4.4551
70000,2794.530794,606.0,36,531,1.5809
32500,35909.8501,208.0,15,51,4.0208
195900,88976.47585,4227.0,22,1849,4.7356
169400,39894.66105,3107.0,5,1549,4.4766
315000,71693.64787,718.0,2,119,4.1
240000,16884.05478,1818.0,35,682,4.8611
86900,24221.72899,3557.0,33,2659,2.2883
142900,71115.75982,5826.0,13,2244,1.9093
92600,47815.95922,508.0,47,384,1.9583
346000,9346.423489,1921.0,32,951,3.233
457100,2679.381124,1310.0,31,563,4.6528
165000,27575.63042,1072.0,45,996,2.8194
114000,28830.34499,911.0,45,1005,2.8167
258400,34963.50396,4061.0,52,2290,2.8919
238600,4835.400384,491.0,35,274,4.4286
302100,5113.116036,4946.0,28,2683,5.748
258300,6930.789797,1115.0,33,583,2.5882
142500,26632.14375,661.0,35,720,2.8977
104500,4967.005194,1798.0,48,987,1.0972
89600,50889.57377,531.0,20,231,2.625
62800,2854.892493,1029.0,29,509,2.0156
106300,4064.604279,3442.0,20,1427,3.1985
332100,14420.55414,3776.0,35,1583,3.5486
143800,16234.90131,1824.0,21,962,2.7826
199300,36668.62963,5973.0,17,4349,3.2799
294600,19252.01527,2690.0,16,1253,4.0328
123800,22818.10105,3008.0,19,2341,2.6087
113500,13546.78134,2323.0,40,1847,1.8316
159100,20520.73893,2618.0,24,726,3.5192
76600,42745.12168,1054.0,20,1219,3.0437
154800,14790.48385,4879.0,37,2076,3.6625
84100,49534.89582,2437.0,32,1596,1.68
219100,10265.01196,2731.0,44,1396,4.1771
269400,24500.70003,3075.0,25,1633,5.2528
154800,24506.6532,988.0,36,1508,2.4375
200000,6644.150079,4854.0,34,2089,3.8542
243500,18586.56442,3135.0,26,1474,6.1949
200000,28427.79451,3700.0,14,1681,3.9054
215800,9021.933144,1787.0,25,1108,3.9826
182800,18859.36627,915.0,30,646,2.5208
190800,3365.618217,1045.0,52,496,2.9213
203700,18064.99089,2205.0,33,1242,4.1319
320800,11195.99481,1577.0,20,764,4.1563
112500,67010.24865,880.0,50,1148,2.5062
147200,25945.58752,446.0,36,410,3.3942
162500,4167.166363,1648.0,31,898,1.5844
141100,50207.73251,3611.0,22,1869,4.2207
274100,40721.43203,1449.0,36,621,6.1824
237300,23456.44866,1678.0,23,912,4.5
190100,23091.92089,2712.0,9,1116,4.5536
107000,42182.79282,3239.0,13,2751,2.6111
124700,57415.08712,3791.0,36,2258,3.2067
260100,39964.37172,2438.0,38,1308,3.6995
231300,24294.15977,1969.0,49,977,3.8462
226300,2348.426712,2766.0,10,1332,4.6161
199300,11898.06869,3079.0,35,1807,4.69
229400,12366.08913,2403.0,47,1144,2.5954
186200,5158.048657,2053.0,30,1496,3.6546
211600,21270.66232,2193.0,34,1299,3.6187
146900,59262.62023,2129.0,16,932,2.5868
472700,2428.514125,1973.0,34,843,6.077
280200,10927.38085,1272.0,26,562,4.5644
104000,84782.225,4230.0,26,2789,2.5179
251400,21895.05217,1230.0,22,673,6.2708
225000,3998.576124,626.0,40,337,2.7917
111400,19504.34175,932.0,47,1226,1.6065
342700,6644.047187,2586.0,37,1208,4.3214
90500,96012.039,2003.0,18,1333,2.7562
89800,10443.31832,1976.0,11,1528,1.4886
138100,20608.44301,3997.0,35,2074,3.285
179100,53326.49835,3960.0,18,2248,1.7257
138100,11887.13465,1969.0,32,1349,4.4659
171400,17302.76425,2311.0,27,2936,2.5651
126400,97431.42781,2715.0,19,1301,2.5042
259400,29048.38867,2365.0,23,1209,6.0132
95700,17459.12964,1086.0,46,880,1.5962
142200,63582.00668,1778.0,22,875,2.6023
399300,16780.28621,1695.0,52,595,6.0678
81900,85694.26807,1999.0,22,1304,1.4063
168800,27045.07111,2904.0,29,3320,2.6111
213100,25964.04214,2987.0,26,1931,5.1099
171100,8672.07956,5129.0,7,2824,5.5138
196200,10070.93026,1217.0,37,552,5.0445
262500,6609.313179,1692.0,17,903,3.5859
352200,2307.118535,3304.0,46,1783,3.6148
84600,108225.4485,2256.0,19,1469,2.5129
348200,4073.617767,1248.0,35,551,5.6426
112300,116827.2293,2264.0,22,1056,3.6111
208600,13647.13839,3963.0,29,2104,4.9803
129200,20328.26852,1672.0,35,2106,1.2206
137500,6753.405953,1040.0,17,669,4.1513
223100,16260.83988,2185.0,15,827,5.3765
225400,48187.44938,3761.0,5,2335,5.7338
343100,31923.39714,1059.0,21,400,6.8586
152100,18675.1672,2831.0,30,3649,1.9668
214600,39434.6064,2830.0,32,1500,3.0819
128400,52243.19786,1552.0,33,1326,3.7969
173400,1721.743455,1630.0,25,1546,5.0893
222600,22314.41526,2786.0,11,1250,4.5
313000,15246.86598,4763.0,23,2198,4.8105
61600,26280.94602,1061.0,30,851,2.4412
267900,21410.48893,1305.0,49,584,5.636
108400,98061.73005,4397.0,22,1145,4.5268
151300,11710.69211,3543.0,26,2742,2.5504
117500,95257.10707,739.0,21,199,4.8958
92900,19709.55322,1486.0,41,2312,1.3963
79200,15743.6607,1715.0,18,1166,2.2417
338600,2487.92003,2516.0,18,1128,5.0114
254100,2607.459278,2822.0,41,1288,3.0799
383300,20449.30058,4413.0,17,1674,6.9772
165100,19725.66517,1500.0,43,1726,1.8641
218300,2493.079524,1975.0,41,1528,3.8625
237100,82461.47972,3353.0,17,1417,5.1721
397900,15163.2155,2195.0,45,1265,3.3864
187500,23426.90304,929.0,30,763,2.5227
317700,4933.523968,2062.0,15,781,4.9359
150500,7040.020134,3659.0,34,2479,2.9564
361900,12786.614,4570.0,28,1693,6.14
154400,9463.554516,1545.0,41,747,2.375
225800,11461.87188,1915.0,36,850,4.7222
170800,15558.83135,3583.0,36,1711,3.9745
231800,10266.11942,4313.0,17,2629,5.7579
123800,16568.83191,1649.0,6,732,3.4231
81500,72371.57181,1561.0,43,862,1.8466
157300,6912.148103,2485.0,17,1139,2.6875
177800,15352.4588,4195.0,24,2200,4.3451
365000,50301.85209,2981.0,38,1063,6.5254
172700,17342.61822,2965.0,39,2638,2.532
179100,21327.05774,1436.0,44,850,3.2768
302100,7026.228662,2944.0,52,1034,5.3509
133300,30260.2964,822.0,35,1197,3.2865
181500,24660.91651,2049.0,35,1286,4.4432
172400,6309.488759,3221.0,38,2792,2.9118
91900,67107.42664,1717.0,32,1356,2.6705
337300,14193.82447,5377.0,13,2759,6.868
293500,34351.92734,2081.0,26,906,4.4375
224900,40381.32292,2894.0,35,1420,5.184
247400,24583.99375,2986.0,47,1399,3.7455
88800,15742.80594,1108.0,28,1498,2.4706
131500,22151.20848,1391.0,52,632,1.7431
228200,20642.70736,2560.0,35,1428,5.6345
155000,22716.09885,342.0,32,138,2.9821
247700,7417.564247,4168.0,33,1785,2.7515
143400,52968.15437,932.0,29,711,4.8214
255700,8374.688719,1787.0,26,801,5.5514
176300,26913.24186,3015.0,22,2491,4.3419
55000,2775.464525,2680.0,16,975,1.7878
389700,16375.40976,5252.0,33,2041,6.7977
211800,862.6739453,2462.0,45,1587,2.59
100000,107398.9129,980.0,16,454,4.0729
186900,19768.60786,3136.0,5,1327,5.5942
114600,13312.90596,3405.0,8,1742,2.8728
268800,61400.7446,434.0,22,195,2.4211
126900,6613.642931,2497.0,12,1153,2.8182
163100,38000.32553,1750.0,38,1398,2.3967
260300,3495.291984,2249.0,45,944,3.0625
201600,19128.60234,1600.0,37,1012,4.1597
84500,79145.2641,2699.0,32,2086,2.2974
97300,5621.638586,1180.0,42,877,2.8125
287300,19745.62423,3031.0,16,1087,7.3732
156200,25821.6863,1265.0,36,1052,4.8929
52500,12986.11429,40.0,8,309,4.0208
184900,12062.1898,1596.0,27,1703,4.1
158400,5680.217997,2300.0,52,1225,3.5398
365600,9965.156532,1508.0,34,774,2.7279
133700,22818.10105,1081.0,35,691,2.6324
189200,29395.83908,2077.0,29,2087,2.66
122000,6735.163378,882.0,49,737,2.6667
223200,6225.647003,2203.0,25,1194,5.4087
140400,15438.39496,2225.0,48,1170,2.9643
251100,35978.6572,3569.0,16,1505,4.9167
228800,22349.04685,1739.0,52,938,2.4429
140600,5015.954331,499.0,50,287,2.75
100000,102086.694,2421.0,17,2971,1.654
130000,17844.86322,1921.0,39,2286,3.0167
108800,82380.06951,3670.0,32,1986,3.682
337000,17799.72053,3239.0,36,1383,4.5918
159400,22364.39245,1091.0,43,1418,2.1522
234800,9083.899827,4165.0,24,2194,6.0661
477800,32550.10967,2734.0,44,1057,7.9213
132300,69402.84486,3603.0,13,1644,4.0433
109800,13869.01776,842.0,35,763,2.6719
190000,25583.73962,1404.0,37,889,4.0049
161900,17560.8795,1061.0,37,768,4.75
213400,43962.53278,4166.0,23,2082,4.4107
103300,89192.04143,1290.0,29,323,1.9265
156300,8132.893497,872.0,11,422,4.6364
164900,14128.23187,1590.0,52,844,2.7139
299600,5918.848806,5080.0,12,1958,5.3905
100000,3663.429399,1419.0,17,1300,2.0769
180500,52292.13832,4935.0,22,2874,3.9825
210100,7602.937432,1928.0,45,1323,4.2813
349500,5252.474641,1596.0,52,642,4.375
276500,16552.80732,3477.0,24,1593,6.8634
254200,21933.52015,2196.0,39,1165,2.9417
142400,60233.91474,3736.0,21,2021,4.4545
411500,8748.161389,4991.0,40,1616,7.5544
154300,33103.10071,4151.0,14,3163,4.0301
350000,18797.96775,1368.0,23,1940,3.0789
350000,7813.506849,4284.0,13,3806,1.3125
169200,27179.88322,1723.0,40,1221,3.3562
121800,53907.65474,1719.0,25,1098,3.625
241900,10404.23767,1307.0,21,586,4.7813
335000,1308.79543,1648.0,26,954,3.2895
367100,6367.914044,3686.0,7,1612,3.197
226800,7505.383287,1231.0,46,793,4.1023
58000,93741.92092,658.0,11,376,2.3977
222700,9839.750038,3179.0,26,2142,4.1947
289600,9219.717155,2038.0,45,1086,4.7375
290000,8132.893497,2953.0,19,1914,3.5521
210800,12323.06377,1703.0,36,845,5.0106
363200,6009.133885,1010.0,52,573,4.1861
112500,13217.56242,3936.0,16,1910,4.7049
121200,55111.33425,1250.0,51,452,2.625
168100,27966.93183,4922.0,16,2557,2.0915
223300,16704.48452,1078.0,4,571,4.6667
198100,27256.99115,1767.0,26,1040,5.4787
184000,25493.2254,1660.0,36,1225,4.095
374500,17695.3503,2515.0,44,967,5.0754
198200,12714.17307,2084.0,42,1062,2.0057
268000,4186.563957,3044.0,27,1229,3.1359
290800,3157.889756,908.0,35,413,3.9917
155100,17854.27663,1612.0,27,630,5.318
113400,54903.83806,2564.0,32,1198,2.9083
124600,51550.05479,2970.0,26,2156,3.9522
151600,19973.43687,1974.0,40,1039,3.7917
291700,6110.502725,3170.0,23,1446,4.4357
94200,97240.78386,2692.0,27,1518,2.0417
312500,24078.21181,174.0,52,249,1.7763
134600,49368.77042,2376.0,21,1175,3.6016
183000,39371.70428,2001.0,34,1461,3.8304
282600,36744.37089,2057.0,49,1103,4.0556
248000,20711.42014,1644.0,26,801,4.3906
178600,23859.80058,1477.0,38,1514,2.5703
381500,22693.17125,1899.0,9,1070,7.2532
386200,3756.959218,2170.0,26,849,6.2953
134600,17939.7412,1131.0,40,859,1.1806
247400,17988.53706,614.0,32,227,3.9922
107900,19709.55322,1274.0,39,1362,2.1793
187500,67195.40024,575.0,38,259,3.75
93800,4012.371429,1868.0,43,1061,1.5045
124900,118547.5169,2659.0,15,1159,5.234
265400,3413.796689,2873.0,18,1243,5.1702
342900,25133.43517,5593.0,17,1992,7.2965
362200,6400.95652,1462.0,44,821,2.599
84800,89653.92576,1504.0,17,661,2.2604
205100,10717.00954,1577.0,25,611,5.25
137300,17919.60407,5762.0,6,2551,3.0723
208800,27089.07593,1943.0,32,1081,5.6846
224200,4798.663901,3569.0,13,2159,3.163
189600,13723.54678,2281.0,21,1510,2.8625
138300,66343.14055,4961.0,16,2654,4.2823
265900,30968.46852,2049.0,27,1230,4.6477
241800,10136.46065,2053.0,31,867,4.3375
133500,66306.57677,5464.0,27,2400,4.711
268100,3768.177694,2082.0,44,1154,4.3611
93600,14863.08893,1079.0,35,1055,2.375
75000,69750.96741,1410.0,15,599,2.1953
77700,46680.76363,1557.0,26,986,2.6613
92700,86350.80376,1221.0,33,488,3.7574
293800,3584.195393,1364.0,52,804,2.375
316700,93900.4567,2290.0,6,957,7.2708
214000,25624.0857,1519.0,34,758,4.3125
98700,46635.35461,1766.0,24,1028,3.5402
159800,59580.65838,2700.0,15,1432,4.9063
183800,23340.03488,1030.0,41,664,3.8083
67300,46090.65344,2359.0,24,2048,3.2702
292500,23388.72166,2111.0,16,1285,5.0477
166900,6787.886879,3310.0,28,1811,4.5401
153400,36188.09594,957.0,31,1300,2.1383
195700,26079.92525,1732.0,34,1120,4.1492
228700,53361.02139,2508.0,52,832,7.1035
112500,22146.97598,4108.0,19,2971,1.9893
270000,3826.428756,1508.0,28,996,3.8026
113500,66869.29711,3465.0,21,2292,3.3553
248300,17781.3669,2405.0,18,872,5.2155
162000,4471.235652,3430.0,12,1840,2.9821
137500,22065.81046,350.0,37,1122,2.7634
67300,76888.47605,1229.0,41,994,1.4891
289900,4529.11006,1489.0,39,700,3.8819
403000,13424.24616,3298.0,26,1241,6.8753
254500,26624.87757,4072.0,24,1834,6.0487
180300,32411.43411,3334.0,29,2919,3.6548
160100,33103.10071,3182.0,22,2661,2.7472
176800,26890.80898,2316.0,27,2012,2.8155
115100,56808.01359,2092.0,44,878,1.5922
146400,16687.11104,1452.0,32,1888,3.5461
110200,84164.78354,5951.0,10,3204,2.7011
207000,7553.473153,5226.0,33,2221,5.1491
93100,109563.3775,4627.0,8,2739,3.0204
195700,19502.72622,2038.0,36,1066,5.197
330800,6304.081834,1738.0,31,746,2.5172
261900,33788.81546,2091.0,35,879,4.4485
344200,9217.126781,5827.0,11,2588,6.4027
197600,4491.622524,1487.0,31,854,5.2312
336700,10471.19942,3458.0,10,1156,6.3579
73200,81278.02765,1920.0,23,1161,2.2109
165200,8535.317191,4075.0,4,2239,3.5857
167300,7818.90993,2227.0,10,1140,2.3973
288200,24338.72079,2241.0,36,989,3.9625
279200,3386.50581,1572.0,47,790,2.6429
111800,58219.81647,2626.0,22,1678,3.125
195400,26726.92391,1376.0,36,687,3.5403
96200,69517.24238,927.0,28,542,2.5
108700,114405.4471,1661.0,21,789,2.3583
140100,75418.79524,4001.0,17,2313,3.0441
192700,4803.624031,4155.0,14,2112,4.4766
204400,43136.10032,5482.0,32,3426,3.2943
126100,51647.42615,3869.0,18,2500,3.6583
233500,19660.23747,5992.0,20,4826,2.7237
279900,12980.8937,3470.0,16,1197,5.1814
177700,25349.29233,1176.0,20,864,2.375
351000,12181.8878,1004.0,52,590,4.2404
100600,65040.00981,3012.0,40,1423,2.6346
238000,16250.87135,1891.0,33,932,4.2759
126800,24533.09911,2331.0,16,1074,4.0329
146200,31357.86972,1613.0,11,1617,3.1375
225000,110838.2489,898.0,38,106,1.6875
256100,4930.049547,1720.0,35,1452,3.5909
237500,4643.257159,1459.0,25,1150,3.35
137500,24221.72899,929.0,40,576,2.125
157600,7764.811592,2784.0,27,2028,2.4808
61100,115400.6246,4913.0,16,2518,1.4665
222900,3264.741468,3248.0,52,1819,3.1739
134600,79335.94908,3007.0,33,1252,3.8816
83700,52535.75697,934.0,17,452,1.9875
345600,4676.714802,4098.0,39,2054,2.918
113800,3278.389984,2892.0,31,2104,3.2188
280000,1740.197848,224.0,17,147,3.6167
124500,21530.72752,1392.0,4,1784,2.375
282300,20219.18759,1973.0,40,774,4.4122
279900,8024.193204,3462.0,35,1902,3.402
250000,28788.09895,727.0,27,467,3.7188
442700,6310.20142,4041.0,25,1689,4.2289
214000,5546.457027,3380.0,18,2276,4.0727
160400,6067.033184,2010.0,38,1535,1.9848
163500,13968.78094,2291.0,33,3232,3.2037
142100,5298.479637,5665.0,27,3612,3.0542
446000,13415.08021,843.0,52,333,4.5192
117500,109742.7463,3145.0,17,1432,2.7201
443300,2932.236492,2388.0,52,1078,3.5221
112300,21530.72752,4038.0,12,3440,1.9698
250000,15153.10133,2837.0,52,1164,3.2411
450000,1408.580132,1185.0,52,1007,1.4552
97300,64743.59127,5175.0,11,2144,3.0466
296600,14296.37356,3279.0,9,1447,7.4581
266300,29177.44825,2786.0,21,1114,5.8578
194100,33917.24986,5777.0,10,2917,4.1514
138500,36864.02617,1289.0,8,867,4.6821
139500,5069.436163,1817.0,23,1371,3.6736
128300,97252.2407,3685.0,17,1714,2.2269
120300,17665.94844,1145.0,35,1651,3.125
147900,28109.15167,2819.0,23,1644,2.6576
175000,5476.614403,1114.0,52,425,2.5625
137200,52798.61267,1485.0,46,531,2.7885
283000,22409.99032,2120.0,33,907,7.5443
195100,16387.51438,2698.0,23,1094,5.1782
135000,7773.085484,2192.0,20,1766,4.0921
258500,28656.50111,3874.0,36,1826,4.9662
219000,2142.989416,2532.0,35,1338,4.7727
89300,5545.592294,1280.0,33,999,2.5625
89100,16104.59104,1694.0,27,1890,3.0341
208800,18959.74524,2666.0,44,2297,1.676
90600,13125.67531,529.0,45,448,3.5833
102100,110268.0622,2608.0,8,1530,3.968
353200,14420.55414,3246.0,33,1585,3.6629
161500,13927.64554,2043.0,16,705,4.4766
170500,15438.39496,2009.0,48,919,4.8125
160600,23418.56465,1962.0,32,1274,4.8304
115000,15487.87291,1499.0,28,3328,2.4539
86500,101262.5196,3741.0,16,2434,2.6797
67500,82424.93501,459.0,15,160,0.922
104600,16507.29074,2420.0,35,2010,2.0817
181700,23426.90304,2341.0,46,2371,2.4038
73600,4829.759337,2392.0,25,1298,3.5076
98300,17975.03643,2577.0,46,2446,1.275
67500,2249.485926,12.0,46,18,0.4999
234800,5274.255828,2317.0,45,1057,4.375
91900,47815.95922,1700.0,30,1719,2.227
221900,9079.170083,1999.0,36,887,3.8162
253500,6823.149237,3058.0,32,1475,4.4625
100000,108650.4594,2668.0,26,1437,3.3125
195100,1230.305925,1517.0,46,879,2.2222
196200,5095.280018,1487.0,36,641,4.0682
285800,8419.704653,2317.0,23,955,6.7527
270000,3845.335703,640.0,32,991,1.9844
225000,119286.1589,156.0,20,171,3.05
107500,39347.32645,2139.0,32,1154,3.2672
53600,19265.93345,565.0,22,692,1.2083
180900,5156.788018,2598.0,14,1584,4.0417
60000,68328.80753,512.0,39,443,1.2857
100000,13828.86952,1631.0,44,1197,3.0788
70500,63917.16069,1756.0,18,837,1.125
156800,14081.04311,1629.0,24,1012,1.7452
269000,7155.924065,1402.0,37,722,6.4781
83300,5955.291894,1687.0,16,568,2.3869
133600,77360.44333,1178.0,25,709,4.5625
242200,9091.70787,3051.0,15,1479,3.5295
220500,102230.7431,2547.0,18,411,2.5489
441900,28346.97353,4873.0,30,1995,7.2472
100300,81999.47896,2118.0,35,1108,3.4327
195800,49610.92798,1239.0,33,539,3.5208
398500,21694.17133,1150.0,37,511,5.7415
156300,3616.709968,407.0,17,307,3.1696
344200,7987.557941,1996.0,29,960,3.6611
191700,5804.592103,1165.0,20,459,3.175
287100,16799.55687,1249.0,35,556,3.925
295200,12970.66342,3204.0,26,1411,5.4834
216400,28535.24631,808.0,16,371,6.0767
153000,46103.37311,2346.0,30,1988,2.5625
116700,111859.1738,2443.0,14,883,2.1111
358800,1169.413552,2489.0,27,1082,5.8777
360100,7593.399329,4231.0,31,1694,6.6312
170200,38656.96331,401.0,17,251,4.6518
173400,16815.50318,1761.0,31,1810,1.9309
253900,21549.87164,1999.0,22,967,4.4583
263800,7232.091665,1404.0,44,513,4.1806
133400,3905.6158,1788.0,44,933,2.875
262500,38884.65671,2036.0,38,1096,4.0625
139200,77242.76227,5558.0,9,2717,3.6455
161200,32286.12399,1311.0,36,648,3.4545
133900,28164.02071,986.0,39,1347,2.2907
157400,34372.3977,2657.0,34,1948,4.233
240600,19742.55379,4052.0,23,1950,4.0647
152100,9318.705661,1164.0,38,632,3.0345
186100,7318.826513,4494.0,30,1883,5.766
405800,19944.43993,1580.0,9,465,6.1668
170600,8904.654385,2040.0,33,2649,2.3375
250000,3769.754012,1086.0,52,589,2.5186
237900,6903.329471,2547.0,44,1577,4.1939
147400,6208.52232,2932.0,49,1361,1.9798
94900,43164.20435,1211.0,36,697,2.5761
208700,16244.1191,1068.0,35,514,4.0735
118000,6412.443024,1325.0,49,764,3.3125
168300,35871.0571,4468.0,30,4027,3.185
270900,2438.34851,1973.0,36,1169,5.033
122600,6374.036484,3635.0,19,3127,1.324
70500,2206.785663,1836.0,39,883,1.745
400000,10266.64416,3259.0,35,2003,3.2708
263400,16561.57426,3808.0,33,1784,5.1641
200900,15751.2801,3310.0,22,1807,4.0185
184200,18859.36627,1890.0,36,1232,4.375
169600,71333.3747,3670.0,26,1616,5.02
245300,5006.103646,3841.0,16,1799,4.3814
176500,40509.60099,1987.0,37,1279,4.1172
277700,13590.52207,2607.0,37,1346,5.3951
118900,64104.51516,2930.0,30,1661,2.7813
348000,29377.29638,3694.0,6,1554,6.8333
246700,4562.182624,1673.0,37,1477,2.0643
62900,79579.91858,567.0,44,565,1.8281
133300,38113.94179,360.0,21,131,3.5156
154900,8550.359558,705.0,13,718,4.4375
474100,11305.53191,1621.0,47,724,5.7509
156900,7036.543427,726.0,41,602,3.7885
264600,9394.565434,3430.0,24,1601,5.6825
141700,35916.72931,1875.0,33,970,3.5096
134800,14062.85535,3334.0,13,1923,4.0905
254200,18494.64022,3805.0,22,2118,6.2892
169800,7810.493884,2288.0,30,1240,4.0114
153400,26740.5282,1346.0,27,1177,1.7995
177800,10369.566,2259.0,22,1213,2.5
290600,20761.86723,3013.0,19,2465,2.5386
338800,4483.080966,1519.0,46,573,4.2667
109300,56808.01359,2035.0,52,904,2.6976
201700,31711.49578,2720.0,41,987,4.0294
61400,119109.1336,1230.0,12,1334,2.2679
189000,1230.305925,1070.0,52,567,2.8603
45500,110282.8794,2888.0,29,2949,1.7716
200600,6327.41567,656.0,34,342,4.6875
394100,34830.26716,3019.0,31,1349,7.1463
314700,9299.837928,1710.0,44,786,4.2917
76800,117181.8689,2551.0,41,1342,1.9671
333600,5267.139539,1538.0,52,819,4.0846
238200,7232.091665,2615.0,35,1312,4.1339
125000,35028.98869,1912.0,30,1065,2.1424
206900,33370.58121,4461.0,13,1795,4.475
165100,20865.88716,2420.0,33,1003,4.0658
85200,116901.1936,2233.0,18,919,3.2578
136100,48310.50793,1640.0,32,1312,2.6292
114100,62603.00015,823.0,39,329,3.0833
190300,27217.9651,965.0,31,599,2.7202
54400,24324.29057,1023.0,39,550,1.1141
72700,9449.70601,2872.0,11,2644,2.625
170000,25749.54863,125.0,52,99,3.4375
220800,15454.88913,2485.0,31,942,4.8
229800,30923.37701,5487.0,14,2823,4.175
297600,57523.31406,2022.0,25,639,5.8416
125800,8015.874289,1481.0,38,1080,2.85
81300,13828.86952,456.0,9,438,0.8952
157500,11983.61521,2714.0,21,1549,1.2094
260100,41068.57807,1467.0,49,688,4.3452
110200,7760.981507,3184.0,44,1399,2.7234
77300,70119.26834,686.0,11,246,1.7083
351600,19726.01756,1767.0,16,1061,6.9584
189800,54894.10584,2857.0,15,1361,4.6875
194500,21070.91356,4609.0,12,2293,3.4543
58800,67976.73053,2360.0,39,2047,1.7054
201200,37037.78982,1665.0,14,505,3.183
72500,62373.78172,709.0,37,390,2.4511
93900,18089.40492,3656.0,33,1698,3.1406
82100,102282.4724,1210.0,16,726,2.7083
131300,12830.24574,2050.0,10,1302,2.7961
198200,6895.628495,2307.0,52,1127,1.8447
109600,18398.71262,2579.0,52,1558,2.0809
165100,7990.766846,2290.0,30,1272,3.5606
294900,4373.422521,2074.0,52,909,4.8382
111500,105868.5532,5497.0,17,997,2.9821
129900,54166.94379,1371.0,33,715,4.375
224100,4626.592469,2095.0,16,963,5.5
271700,25010.95121,2095.0,26,793,6.6719
218800,35851.00108,1401.0,44,607,2.8472
140200,46570.43766,2434.0,27,1623,3.6875
275000,22274.35955,513.0,26,1204,1.4904
217500,88964.93285,2104.0,20,745,4.1685
187800,35697.74166,2096.0,14,926,4.0647
350000,20275.19649,4984.0,40,4828,1.6903
209700,20554.32619,1765.0,16,743,4.9744
182900,19150.64149,1444.0,29,1038,2.3843
177100,14267.236,4175.0,13,2257,3.1446
211900,23057.83564,3114.0,23,2045,3.75
125000,65032.42681,1379.0,33,884,2.7574
86900,63335.0271,3623.0,35,2721,2.1574
139400,93002.11772,4114.0,8,2268,4.4085
185800,28354.74411,609.0,34,407,4.5766
414300,19131.29017,1582.0,46,603,5.1169
112500,48392.47513,477.0,44,502,2.0156
124600,37769.20505,3946.0,18,1899,2.6424
150600,2105.227722,3794.0,27,1756,3.2891
70300,50855.43109,1477.0,37,888,2.5592
94100,13125.67531,847.0,21,1283,1.4329
135200,28369.65834,1296.0,35,1423,2.7432
200000,20996.59416,1582.0,25,2390,1.4167
447700,7752.597643,2902.0,13,1125,5.888
159400,19441.01992,2298.0,15,1261,4.2422
123800,45890.35568,3044.0,24,2541,4.131
249500,33451.9072,1911.0,16,1158,5.9359
226700,11236.81268,3217.0,24,1196,3.4896
84700,16104.59104,1060.0,34,1215,2.0804
126500,28986.57967,3272.0,38,3299,2.8295
165600,59899.30242,2674.0,30,1404,4.2969
116100,2956.519229,2171.0,13,951,4.8516
384800,3366.913253,2270.0,20,1070,4.4615
337200,53569.43253,1972.0,7,964,3.244
311900,1978.933628,1846.0,39,765,3.9187
225000,18808.48468,2077.0,33,1021,3.6019
193800,28134.10383,2403.0,24,2103,2.7292
279200,29920.55948,5308.0,30,2114,5.1985
172600,27426.73529,1369.0,34,1005,3.692
275000,5278.958553,66.0,46,30,2.375
243100,17665.46262,3735.0,18,1504,5.6304
61500,117430.1532,2183.0,41,1202,1.6902
404700,2932.236492,2042.0,52,1153,4.1856
368200,6592.316672,839.0,41,419,5.012
350000,2467.450196,254.0,52,153,3.8625
137500,16668.43601,4138.0,16,1762,3.1979
167800,7990.766846,1351.0,32,823,4.2768
186600,29400.12665,1452.0,27,928,4.6908
137500,30431.13237,50.0,16,20,2.625
119100,12685.11947,3464.0,9,1687,3.3026
